payment_id,amount_inr,payment_method,card_network,is_promo_applied,account_age_days,past_order_count,past_refund_ratio,orders_in_last_30mins,device_account_count,ip_to_delivery_dist_km,is_payment_fraud,is_refund_abuse,is_high_risk
pay_Zom6416778,2059,upi,none,0,44,4,0.041,0,1,2.97,0,0,0
pay_Zom5757902,252,card,rupay,0,212,8,0.046,0,1,2.97,0,0,0
pay_Zom6666591,3360,upi,none,1,48,7,0.076,0,1,1.45,0,0,0
pay_Zom3191007,2059,upi,none,1,189,5,0.285,0,1,7.94,0,1,1
pay_Zom9142618,2059,card,amex,0,8,0,0.064,0,2,0.49,0,0,0
pay_Zom6766993,3360,upi,none,0,127,7,0.084,0,2,1.73,0,0,0
pay_Zom1812172,252,card,rupay,1,135,22,0.04,0,1,1.05,0,0,0
pay_Zom1770794,2059,upi,none,0,81,11,0.096,0,1,9.26,0,0,0
pay_Zom2670586,252,card,rupay,0,139,15,0.181,0,1,0.54,0,0,0
pay_Zom8710502,3360,upi,none,0,307,38,0.076,1,1,2.23,0,0,0
pay_Zom1273155,252,netbanking,none,0,158,16,0.256,1,1,0.15,0,1,1
pay_Zom3084353,2059,upi,none,0,390,17,0.106,1,6,5.28,0,0,0
pay_Zom3650523,2059,card,mastercard,1,71,9,0.147,1,1,3.79,0,0,0
pay_Zom8403549,252,upi,none,0,90,8,0.026,0,1,6.47,0,0,0
pay_Zom8659103,252,upi,none,0,36,4,0.049,0,1,1.21,0,0,0
pay_Zom1011340,2059,upi,none,0,508,13,0.045,0,1,2.82,0,0,0
pay_Zom8177281,252,upi,none,1,6,0,0.098,0,1,11.13,0,0,0
pay_Zom4394336,252,upi,none,0,53,6,0.019,0,1,1.02,0,0,0
pay_Zom3213134,252,card,visa,0,42,3,0.088,0,1,8.2,0,0,0
pay_Zom6064462,252,upi,none,0,58,3,0.168,0,1,10.32,0,0,0
pay_Zom3667199,2059,card,rupay,0,299,17,0.038,0,1,1.66,0,0,0
pay_Zom5597283,252,upi,none,0,55,6,0.011,0,1,1.41,0,0,0
pay_Zom2565985,252,upi,none,0,298,8,0.312,0,1,1.17,0,1,1
pay_Zom7047102,252,card,visa,1,66,5,0.505,0,1,6.47,0,1,1
pay_Zom5200835,252,card,mastercard,1,231,23,0.081,0,1,4.03,0,0,0
pay_Zom2382787,252,upi,none,0,88,6,0.047,0,1,0.82,0,0,0
pay_Zom7238503,252,upi,none,0,44,6,0.083,0,1,6.76,0,0,0
pay_Zom3777050,252,upi,none,0,71,2,0.111,0,1,0.74,0,0,0
pay_Zom1868846,252,upi,none,1,66,10,0.05,1,1,2.36,0,0,0
pay_Zom7649508,2059,upi,none,0,36,4,0.342,0,1,0.43,0,1,1
pay_Zom6125594,252,upi,none,1,41,3,0.119,0,1,3.66,0,0,0
pay_Zom4928281,2059,upi,none,0,24,4,0.057,1,2,3.77,0,0,0
pay_Zom8201300,252,upi,none,1,49,6,0.073,0,1,1.57,0,0,0
pay_Zom2530068,252,netbanking,none,1,117,19,0.036,2,6,0.38,1,1,1
pay_Zom2596917,2059,card,mastercard,1,58,5,0.071,0,1,2.76,0,0,0
pay_Zom1018225,252,upi,none,0,149,13,0.041,0,1,8.87,0,0,0
pay_Zom4580613,2059,upi,none,0,520,54,0.099,0,1,5.48,0,0,0
pay_Zom8999489,2059,upi,none,0,56,1,0.01,0,1,2.99,0,0,0
pay_Zom2307594,252,card,rupay,0,74,12,0.095,0,1,0.27,0,0,0
pay_Zom3226333,2059,upi,none,0,21,2,0.066,0,1,3.73,0,0,0
pay_Zom4794852,2059,upi,none,0,59,7,0.014,0,1,1.48,0,0,0
pay_Zom9714828,252,upi,none,0,155,26,0.462,0,1,4.69,0,1,1
pay_Zom8466983,252,upi,none,0,29,5,0.371,0,1,0.15,0,1,1
pay_Zom1155809,252,upi,none,0,24,1,0.182,1,1,2.3,0,0,0
pay_Zom1135267,2059,card,rupay,0,56,7,0.214,0,1,1.54,0,0,0
pay_Zom6764217,2059,upi,none,0,204,23,0.176,0,2,0.05,0,0,0
pay_Zom3023227,3360,upi,none,0,117,10,0.006,0,1,2.22,0,0,0
pay_Zom8085252,2059,upi,none,1,379,66,0.004,0,1,0.58,0,0,0
pay_Zom3217531,252,upi,none,0,281,43,0.07,0,1,0.08,0,0,0
pay_Zom9014480,252,upi,none,0,19,2,0.015,1,1,3.34,0,0,0
pay_Zom2188301,2059,upi,none,0,5,0,0.164,0,1,15.16,0,0,0
pay_Zom4841091,252,card,mastercard,0,61,7,0.121,0,1,3.96,0,0,0
pay_Zom7426846,3360,netbanking,none,0,88,9,0.03,0,1,7.48,0,0,0
pay_Zom2498726,252,netbanking,none,1,86,5,0.052,1,1,0.47,0,0,0
pay_Zom2718442,252,upi,none,0,17,1,0.101,1,1,1.23,0,0,0
pay_Zom2731434,2059,card,mastercard,0,15,0,0.037,0,1,5.12,0,0,0
pay_Zom6257165,2059,netbanking,none,0,5,0,0.129,0,1,0.69,0,1,1
pay_Zom7166661,252,upi,none,0,228,30,0.337,0,1,3.17,0,1,1
pay_Zom6020671,2059,upi,none,1,354,9,0.167,0,1,2.23,0,0,0
pay_Zom3300647,252,upi,none,0,14,1,0.33,1,1,3.23,0,1,1
pay_Zom7420993,2059,upi,none,1,28,0,0.048,0,1,11.84,0,0,0
pay_Zom3233823,2059,card,amex,0,11,1,0.172,0,3,5.08,1,1,1
pay_Zom3396676,2059,upi,none,1,251,28,0.032,0,1,15.81,0,0,0
pay_Zom2147756,2059,upi,none,0,382,54,0.109,0,1,0.46,0,0,0
pay_Zom9900451,252,upi,none,0,36,5,0.08,0,1,2.18,0,0,0
pay_Zom1142182,252,upi,none,1,43,3,0.078,2,1,0.99,0,0,0
pay_Zom3753418,3360,upi,none,0,54,1,0.145,0,1,3.84,0,0,0
pay_Zom8383643,252,upi,none,0,83,10,0.006,0,1,0.05,0,0,0
pay_Zom6891952,3360,upi,none,0,137,13,0.271,0,1,7.84,0,1,1
pay_Zom4574477,252,card,amex,0,84,6,0.057,1,1,3.22,0,0,0
pay_Zom3539636,2059,card,visa,0,361,20,0.066,0,1,3.89,0,0,0
pay_Zom7907345,2059,card,mastercard,0,12,0,0.101,0,1,5.53,0,0,0
pay_Zom8421969,3360,card,visa,0,192,12,0.084,1,1,4.79,0,0,0
pay_Zom4644760,252,card,mastercard,0,48,4,0.109,0,1,4.07,0,0,0
pay_Zom2454383,2059,card,visa,0,56,5,0.067,0,1,10.33,0,0,0
pay_Zom2685524,252,card,amex,0,148,16,0.205,0,1,0.95,0,0,0
pay_Zom3349030,252,card,mastercard,1,318,24,0.192,0,1,0.35,0,0,0
pay_Zom3066235,2059,upi,none,0,151,25,0.128,0,1,3.49,0,0,0
pay_Zom7442986,2059,upi,none,1,179,17,0.121,0,2,0.23,0,1,1
pay_Zom6897789,3360,card,mastercard,0,166,14,0.071,0,1,2.83,0,0,0
pay_Zom8203947,252,upi,none,0,46,1,0.03,0,2,4.21,0,1,1
pay_Zom6276495,252,upi,none,0,169,19,0.073,0,1,3.92,0,0,0
pay_Zom3345961,252,upi,none,0,184,21,0.188,0,1,1.44,0,0,0
pay_Zom5157165,252,upi,none,0,91,10,0.224,0,1,3.97,0,0,0
pay_Zom5646746,252,netbanking,none,0,92,14,0.016,0,1,1.43,0,0,0
pay_Zom2413458,2059,upi,none,0,171,24,0.071,0,2,5.73,0,0,0
pay_Zom5163551,252,upi,none,1,203,32,0.032,0,1,7.19,0,0,0
pay_Zom5780177,3360,upi,none,1,49,1,0.073,0,1,3.84,0,0,0
pay_Zom1450038,3360,card,visa,0,194,13,0.121,0,1,3.46,0,0,0
pay_Zom6060836,2059,upi,none,0,201,14,0.042,0,1,1.19,0,0,0
pay_Zom4446807,3360,upi,none,0,32,4,0.056,0,3,2.19,1,0,1
pay_Zom9686388,2059,card,visa,0,151,13,0.069,0,1,0.92,0,0,0
pay_Zom9548370,252,upi,none,0,24,3,0.389,0,1,4.26,0,1,1
pay_Zom4164963,252,upi,none,0,11,0,0.006,0,6,3.68,0,1,1
pay_Zom7572491,252,upi,none,1,102,5,0.061,1,1,0.4,0,0,0
pay_Zom5958372,252,card,rupay,0,287,19,0.071,0,1,7.98,0,0,0
pay_Zom1915518,2059,upi,none,0,4,0,0.276,0,1,15.38,0,1,1
pay_Zom5015476,252,upi,none,1,210,10,0.056,0,1,0.53,0,0,0
pay_Zom9302838,2059,upi,none,0,84,4,0.045,0,1,1.13,0,0,0
pay_Zom7474085,2059,upi,none,0,236,5,0.044,0,1,6.03,0,0,0
pay_Zom2891524,252,upi,none,1,222,29,0.052,0,1,1.76,0,0,0
pay_Zom5044680,3360,upi,none,0,249,20,0.006,0,1,0.21,0,0,0
pay_Zom9381604,252,upi,none,0,175,4,0.205,0,1,8.5,0,0,0
pay_Zom2191383,252,upi,none,0,222,17,0.201,1,1,2.61,0,0,0
pay_Zom9863176,2059,card,rupay,0,23,3,0.072,0,1,0.11,0,0,0
pay_Zom1202450,252,card,amex,1,43,4,0.037,0,1,2.0,0,0,0
pay_Zom7058222,2059,upi,none,0,33,5,0.054,0,1,6.29,0,0,0
pay_Zom6309530,252,card,mastercard,0,162,17,0.055,0,1,1.76,0,0,0
pay_Zom3214305,252,upi,none,0,20,3,0.09,0,1,0.49,0,0,0
pay_Zom7490068,3360,netbanking,none,1,24,1,0.037,0,1,0.15,0,0,0
pay_Zom8060918,252,upi,none,0,253,16,0.105,0,1,5.29,0,0,0
pay_Zom7130603,252,upi,none,0,146,19,0.013,0,1,2.5,0,0,0
pay_Zom3898604,252,upi,none,1,249,44,0.047,0,1,1.35,0,1,1
pay_Zom8902314,3360,upi,none,1,18,2,0.024,0,1,6.13,0,0,0
pay_Zom2224599,252,card,mastercard,0,61,6,0.067,1,2,0.42,0,1,1
pay_Zom1280001,252,upi,none,0,39,1,0.051,0,1,0.63,0,0,0
pay_Zom2133008,252,upi,none,0,1,0,0.063,0,6,1.72,0,0,0
pay_Zom1231415,252,upi,none,0,40,1,0.23,1,1,0.14,0,0,0
pay_Zom5398739,2059,upi,none,0,57,3,0.173,0,1,6.73,0,0,0
pay_Zom4619565,2059,upi,none,0,11,0,0.075,0,1,2.14,0,0,0
pay_Zom1668183,252,upi,none,0,100,8,0.029,0,1,3.15,0,0,0
pay_Zom2014499,2059,card,visa,0,57,8,0.066,1,1,0.17,0,0,0
pay_Zom7676912,252,card,amex,1,5,0,0.072,0,1,7.04,0,0,0
pay_Zom9499515,3360,upi,none,0,146,10,0.1,1,1,12.22,0,0,0
pay_Zom5806467,3360,upi,none,0,156,9,0.074,1,1,7.65,0,0,0
pay_Zom9406206,252,card,mastercard,1,215,14,0.009,0,2,4.03,0,0,0
pay_Zom7969792,2059,upi,none,0,79,6,0.143,0,1,5.5,0,0,0
pay_Zom8106413,2059,upi,none,0,415,24,0.108,1,1,6.61,0,0,0
pay_Zom7749095,252,card,amex,0,294,50,0.023,2,1,0.85,0,1,1
pay_Zom2382909,252,upi,none,0,96,8,0.016,0,1,0.54,0,0,0
pay_Zom3561552,252,upi,none,0,70,2,0.053,0,1,0.8,0,0,0
pay_Zom5655136,2059,upi,none,0,0,0,0.024,0,1,7.67,0,0,0
pay_Zom2402526,3360,upi,none,0,148,7,0.023,0,1,1.44,0,0,0
pay_Zom6199374,2059,netbanking,none,0,99,5,0.001,0,1,0.58,0,0,0
pay_Zom2325761,2059,upi,none,0,332,21,0.581,1,1,27.28,0,1,1
pay_Zom9578269,2059,netbanking,none,0,108,4,0.194,0,1,0.64,0,0,0
pay_Zom4409088,2059,upi,none,0,592,80,0.105,0,1,0.43,0,0,0
pay_Zom3606795,2059,upi,none,0,230,33,0.047,0,1,6.29,0,0,0
pay_Zom9999133,252,upi,none,1,368,30,0.047,0,1,6.53,0,0,0
pay_Zom6481960,252,upi,none,0,47,6,0.137,0,1,2.79,0,0,0
pay_Zom7555386,2059,upi,none,0,19,1,0.159,0,2,1.13,0,0,0
pay_Zom2109227,252,upi,none,0,191,8,0.002,0,1,1.29,0,0,0
pay_Zom6203780,2059,card,rupay,0,185,15,0.192,0,1,1.27,0,0,0
pay_Zom8339797,252,netbanking,none,1,28,3,0.116,0,1,7.02,0,0,0
pay_Zom5003671,252,upi,none,1,173,4,0.068,0,1,0.06,0,0,0
pay_Zom1971500,2059,upi,none,0,104,12,0.104,0,1,4.34,0,0,0
pay_Zom5101689,252,card,visa,1,13,1,0.088,0,1,10.87,0,0,0
pay_Zom2446410,252,upi,none,0,83,13,0.082,0,1,4.89,0,0,0
pay_Zom8289425,252,upi,none,1,321,11,0.241,0,3,2.36,0,0,0
pay_Zom2945931,2059,netbanking,none,0,84,1,0.066,0,1,0.3,0,0,0
pay_Zom8606317,252,upi,none,0,186,5,0.086,0,2,0.11,0,0,0
pay_Zom1923227,3360,upi,none,1,3,0,0.114,0,1,0.82,0,0,0
pay_Zom6189026,252,upi,none,0,156,22,0.093,0,1,3.32,0,0,0
pay_Zom3946849,3360,upi,none,1,352,54,0.0,0,1,2.12,1,1,1
pay_Zom3003921,3360,upi,none,0,83,8,0.033,0,1,3.22,0,0,0
pay_Zom1212482,252,card,mastercard,0,49,5,0.013,0,1,0.31,0,0,0
pay_Zom3302031,252,netbanking,none,0,124,8,0.003,0,2,6.16,0,0,0
pay_Zom1190431,252,upi,none,0,297,45,0.127,0,1,3.98,0,0,0
pay_Zom3748655,2059,upi,none,0,23,3,0.004,1,1,3.55,0,0,0
pay_Zom9328426,252,upi,none,0,62,5,0.056,0,1,0.66,0,0,0
pay_Zom6816746,252,card,visa,0,20,1,0.112,0,2,2.76,0,0,0
pay_Zom9774573,252,netbanking,none,1,82,11,0.06,0,1,1.03,0,0,0
pay_Zom9677559,252,card,rupay,0,93,2,0.112,0,1,9.43,0,0,0
pay_Zom5349442,252,upi,none,1,346,54,0.084,1,1,2.2,0,0,0
pay_Zom3801173,2059,netbanking,none,0,63,5,0.068,0,1,1.29,0,0,0
pay_Zom7238933,3360,upi,none,0,100,9,0.019,0,1,10.53,0,0,0
pay_Zom3129542,252,upi,none,0,259,32,0.046,0,1,0.81,0,0,0
pay_Zom5509119,252,upi,none,1,46,5,0.198,0,1,2.38,0,0,0
pay_Zom2980663,252,upi,none,0,134,8,0.043,0,2,0.66,0,1,1
pay_Zom1492516,2059,card,amex,0,169,28,0.249,0,1,0.35,0,0,0
pay_Zom6620552,3360,card,amex,1,48,8,0.168,0,1,0.19,0,0,0
pay_Zom8202871,2059,upi,none,0,21,2,0.37,0,1,0.06,0,0,0
pay_Zom5563077,3360,upi,none,1,83,9,0.096,0,1,4.33,0,0,0
pay_Zom9788815,252,upi,none,0,52,5,0.065,0,2,1.72,0,0,0
pay_Zom2071594,2059,upi,none,0,37,3,0.058,1,1,8.92,0,0,0
pay_Zom5411563,2059,upi,none,0,435,74,0.118,0,1,3.45,0,0,0
pay_Zom2293020,252,upi,none,0,83,4,0.085,1,1,5.75,0,0,0
pay_Zom9323974,3360,card,rupay,1,232,8,0.113,0,1,1.16,1,0,1
pay_Zom8636951,252,card,rupay,1,26,4,0.039,0,1,0.84,0,0,0
pay_Zom9569497,2059,netbanking,none,0,336,18,0.21,0,1,2.06,0,0,0
pay_Zom7041876,252,netbanking,none,1,189,26,0.06,0,1,6.15,0,0,0
pay_Zom1930113,252,card,mastercard,0,198,10,0.071,0,1,2.28,0,0,0
pay_Zom9382064,2059,upi,none,0,59,10,0.04,0,2,2.8,0,0,0
pay_Zom3799805,252,card,mastercard,0,79,11,0.192,0,1,1.55,0,1,1
pay_Zom7168777,252,upi,none,0,107,17,0.253,0,1,3.14,0,1,1
pay_Zom3639223,252,card,mastercard,0,187,32,0.084,0,1,2.47,0,0,0
pay_Zom5280137,2059,upi,none,0,226,7,0.246,0,1,2.17,0,0,0
pay_Zom2726457,252,card,mastercard,0,9,0,0.227,1,1,2.79,0,0,0
pay_Zom2934976,252,upi,none,1,281,34,0.205,0,1,1.9,0,0,0
pay_Zom4831990,3360,upi,none,1,332,49,0.063,0,2,5.42,0,0,0
pay_Zom9536665,2059,upi,none,0,107,6,0.241,0,1,0.25,0,0,0
pay_Zom1043092,252,upi,none,0,24,3,0.247,0,1,1.53,0,0,0
pay_Zom1738833,2059,netbanking,none,0,204,11,0.023,1,1,4.9,0,0,0
pay_Zom1206159,2059,upi,none,1,95,15,0.073,0,1,1.59,0,1,1
pay_Zom5102892,2059,upi,none,0,203,20,0.021,0,1,2.22,0,0,0
pay_Zom1771442,252,netbanking,none,0,202,20,0.067,0,1,1.74,0,0,0
pay_Zom8914896,252,upi,none,1,10,0,0.004,0,1,1.51,0,1,1
pay_Zom7106512,252,upi,none,0,112,4,0.053,0,1,2.79,0,0,0
pay_Zom7425329,252,upi,none,0,79,5,0.1,0,1,0.63,0,0,0
pay_Zom3518002,252,upi,none,0,350,30,0.065,0,1,2.0,0,0,0
pay_Zom4002466,252,card,mastercard,0,42,4,0.095,0,1,4.92,0,0,0
pay_Zom1593302,2059,card,amex,1,27,3,0.048,0,1,0.03,0,0,0
pay_Zom8035849,252,netbanking,none,0,272,20,0.273,0,1,3.23,0,1,1
pay_Zom4766741,252,upi,none,0,19,1,0.048,0,2,14.07,0,0,0
pay_Zom6398941,2059,upi,none,0,139,22,0.021,0,1,1.8,0,0,0
pay_Zom5165165,252,upi,none,0,42,5,0.099,0,1,2.71,0,0,0
pay_Zom7983626,252,card,mastercard,0,100,2,0.046,0,1,0.53,0,0,0
pay_Zom6367620,2059,upi,none,0,114,17,0.095,0,1,4.29,0,0,0
pay_Zom5550953,252,upi,none,0,64,11,0.013,0,1,1.89,0,0,0
pay_Zom2306728,2059,upi,none,0,442,75,0.096,0,1,5.13,0,0,0
pay_Zom7254683,2059,upi,none,0,16,2,0.033,1,1,0.47,0,0,0
pay_Zom3003215,252,card,rupay,0,59,7,0.077,0,1,0.28,0,0,0
pay_Zom9422849,2059,upi,none,1,67,4,0.042,0,1,1.15,0,0,0
pay_Zom1883692,252,upi,none,0,119,14,0.325,0,1,0.67,0,1,1
pay_Zom4008898,252,upi,none,1,62,8,0.088,0,1,5.95,0,1,1
pay_Zom4744423,252,card,rupay,0,12,0,0.138,0,1,4.96,0,0,0
pay_Zom9653253,252,upi,none,1,353,21,0.0,0,1,11.9,0,0,0
pay_Zom1770553,3360,upi,none,0,64,5,0.101,0,1,0.24,0,0,0
pay_Zom7726402,252,upi,none,0,50,6,0.153,1,1,1.19,0,0,0
pay_Zom2156393,252,upi,none,0,71,4,0.031,0,1,12.33,0,0,0
pay_Zom8802985,252,card,mastercard,0,29,3,0.138,0,1,0.39,0,0,0
pay_Zom5736323,252,upi,none,1,12,1,0.057,2,1,2.36,0,0,0
pay_Zom6212643,252,netbanking,none,0,19,1,0.182,0,2,3.73,0,0,0
pay_Zom6491198,252,upi,none,0,21,3,0.07,0,1,0.9,0,0,0
pay_Zom2449308,2059,card,rupay,1,26,2,0.145,0,1,5.24,0,0,0
pay_Zom8662929,252,card,visa,0,65,2,0.124,0,1,6.69,0,0,0
pay_Zom1133700,252,upi,none,0,117,3,0.14,0,1,1.77,0,0,0
pay_Zom7189439,252,card,amex,0,118,8,0.003,0,1,4.26,0,0,0
pay_Zom4366703,252,upi,none,0,0,0,0.25,0,1,2.65,0,0,0
pay_Zom5892153,2059,upi,none,1,304,47,0.043,1,2,3.99,0,0,0
pay_Zom6098752,252,upi,none,0,207,28,0.187,1,1,2.09,0,0,0
pay_Zom5069884,252,upi,none,0,398,64,0.202,0,2,0.12,0,0,0
pay_Zom8783398,252,card,amex,0,53,6,0.034,0,1,1.37,0,0,0
pay_Zom7178606,2059,upi,none,0,131,11,0.22,0,1,1.22,0,0,0
pay_Zom9277218,2059,card,mastercard,0,22,1,0.176,1,1,9.03,0,0,0
pay_Zom4278644,252,upi,none,0,203,22,0.009,0,1,2.02,0,0,0
pay_Zom5112546,2059,upi,none,0,21,2,0.012,0,1,8.18,0,0,0
pay_Zom3526084,2059,netbanking,none,1,47,3,0.032,1,3,0.02,0,0,0
pay_Zom1107003,2059,card,visa,0,80,13,0.29,0,1,3.5,0,1,1
pay_Zom7879264,2059,upi,none,0,108,13,0.132,1,3,2.14,1,0,1
pay_Zom1401147,252,card,mastercard,0,98,15,0.063,1,1,0.16,0,0,0
pay_Zom4909053,252,netbanking,none,1,12,1,0.331,0,1,2.21,0,0,0
pay_Zom6812025,252,upi,none,0,65,4,0.033,1,1,1.69,0,0,0
pay_Zom1160974,252,upi,none,1,307,42,0.14,0,1,0.84,0,0,0
pay_Zom6620658,3360,upi,none,1,247,14,0.001,0,1,0.29,0,0,0
pay_Zom1024528,252,upi,none,1,107,12,0.073,2,1,5.47,0,0,0
pay_Zom7312844,252,upi,none,0,101,8,0.002,0,1,3.28,0,0,0
pay_Zom6159172,2059,upi,none,0,14,0,0.102,0,1,3.13,0,0,0
pay_Zom2743975,252,upi,none,0,26,2,0.016,0,1,8.27,0,0,0
pay_Zom4442590,252,card,mastercard,1,34,2,0.096,0,1,0.04,0,0,0
pay_Zom9888812,252,card,rupay,1,80,3,0.105,0,1,2.73,0,0,0
pay_Zom4995789,252,upi,none,1,157,23,0.212,0,1,10.68,0,0,0
pay_Zom8043341,2059,upi,none,0,74,7,0.157,1,2,2.09,0,0,0
pay_Zom9254874,252,upi,none,0,16,1,0.217,1,1,2.24,0,0,0
pay_Zom2004872,252,upi,none,0,69,6,0.096,0,1,0.25,0,0,0
pay_Zom3388630,252,upi,none,0,21,2,0.029,0,1,4.26,0,0,0
pay_Zom5694689,252,upi,none,0,166,3,0.047,0,2,5.02,0,0,0
pay_Zom2560728,2059,upi,none,0,21,2,0.083,0,2,0.52,0,0,0
pay_Zom1736524,252,netbanking,none,1,79,7,0.211,0,1,3.56,0,0,0
pay_Zom4883465,252,card,amex,0,141,22,0.012,0,1,1.64,0,0,0
pay_Zom9720112,3360,card,visa,1,31,3,0.133,0,1,2.91,0,0,0
pay_Zom7929943,2059,card,rupay,1,9,0,0.233,0,1,3.93,0,0,0
pay_Zom7249378,252,upi,none,0,99,8,0.018,0,1,0.37,0,0,0
pay_Zom8691649,252,upi,none,0,6,0,0.053,0,6,1.25,1,0,1
pay_Zom2424426,2059,card,amex,0,106,2,0.119,0,1,6.47,0,0,0
pay_Zom2603516,2059,card,amex,0,168,27,0.036,0,1,0.65,0,0,0
pay_Zom9479670,252,upi,none,0,47,1,0.034,0,1,3.68,0,0,0
pay_Zom3239990,3360,upi,none,0,80,1,0.045,0,1,6.34,0,0,0
pay_Zom7616116,252,upi,none,1,317,6,0.184,1,2,3.43,0,1,1
pay_Zom2255447,252,upi,none,0,76,9,0.133,0,1,5.38,0,0,0
pay_Zom2044933,252,upi,none,0,680,63,0.061,0,1,2.35,0,0,0
pay_Zom8297801,252,upi,none,1,20,0,0.198,0,1,7.5,0,0,0
pay_Zom3192921,2059,upi,none,0,148,23,0.084,0,1,3.96,0,0,0
pay_Zom4972370,252,upi,none,0,126,6,0.067,0,1,1.46,0,0,0
pay_Zom5893511,252,upi,none,1,246,17,0.057,0,1,2.57,0,0,0
pay_Zom5378701,2059,card,mastercard,0,11,0,0.064,1,1,3.64,0,0,0
pay_Zom6284972,252,upi,none,0,39,6,0.09,0,1,5.42,0,0,0
pay_Zom7592651,252,upi,none,1,17,2,0.107,0,2,0.65,0,0,0
pay_Zom6473593,252,upi,none,0,324,44,0.101,1,1,16.25,0,0,0
pay_Zom6336123,252,netbanking,none,0,66,1,0.026,0,6,0.57,0,0,0
pay_Zom8596016,252,upi,none,0,289,29,0.018,0,2,2.74,0,0,0
pay_Zom5562662,2059,upi,none,0,41,4,0.135,0,1,0.06,0,0,0
pay_Zom4919346,252,upi,none,1,16,1,0.113,0,1,2.03,0,0,0
pay_Zom2253047,252,upi,none,1,42,3,0.038,0,3,0.01,0,1,1
pay_Zom4400953,2059,upi,none,0,109,17,0.044,1,1,0.25,0,0,0
pay_Zom3283577,2059,upi,none,1,223,5,0.086,0,1,2.78,0,0,0
pay_Zom2828260,252,netbanking,none,1,58,6,0.054,0,2,2.13,0,0,0
pay_Zom3607356,252,card,visa,0,295,24,0.034,0,1,0.23,0,0,0
pay_Zom2772642,252,netbanking,none,0,33,4,0.07,0,1,9.37,0,0,0
pay_Zom3757754,252,upi,none,0,141,7,0.007,0,1,1.51,0,0,0
pay_Zom8542478,252,card,mastercard,0,159,9,0.348,0,1,4.75,0,1,1
pay_Zom8819107,252,upi,none,0,38,4,0.221,0,1,11.5,0,0,0
pay_Zom6268604,3360,upi,none,0,3,0,0.027,1,1,8.39,0,0,0
pay_Zom7820148,252,card,rupay,0,54,9,0.443,0,1,4.02,0,1,1
pay_Zom3025626,2059,upi,none,1,5,0,0.024,0,1,0.06,0,1,1
pay_Zom9991321,252,upi,none,1,277,10,0.218,0,1,3.59,0,1,1
pay_Zom7011065,2059,upi,none,0,368,42,0.034,0,1,0.31,0,0,0
pay_Zom4483557,2059,upi,none,1,159,13,0.002,0,1,1.95,0,0,0
pay_Zom8581910,2059,netbanking,none,0,155,21,0.041,0,1,8.59,0,0,0
pay_Zom6172545,252,upi,none,0,33,3,0.277,1,6,0.44,0,1,1
pay_Zom8773665,252,upi,none,0,9,0,0.186,0,1,4.28,0,0,0
pay_Zom5446095,252,upi,none,1,194,23,0.12,0,1,1.17,0,0,0
pay_Zom3011815,2059,card,mastercard,1,98,3,0.094,1,1,0.62,0,0,0
pay_Zom2517010,252,upi,none,1,137,17,0.023,0,1,0.96,0,0,0
pay_Zom3644347,252,upi,none,1,181,17,0.144,1,1,1.82,0,0,0
pay_Zom6103880,252,card,mastercard,0,63,9,0.021,1,3,5.73,1,1,1
pay_Zom1676621,252,upi,none,1,18,0,0.06,0,1,2.53,0,0,0
pay_Zom4607450,252,upi,none,0,190,12,0.022,0,2,1.51,0,0,0
pay_Zom6499465,252,card,amex,0,72,12,0.114,1,1,0.68,0,0,0
pay_Zom3488460,3360,upi,none,0,210,22,0.055,0,1,1.02,1,1,1
pay_Zom2530298,2059,card,amex,0,69,11,0.162,0,1,10.2,0,0,0
pay_Zom5164420,3360,upi,none,0,29,3,0.065,0,2,0.88,0,1,1
pay_Zom6968373,252,netbanking,none,0,22,3,0.007,0,1,1.38,0,0,0
pay_Zom7647878,2059,netbanking,none,0,163,11,0.035,1,1,2.34,0,0,0
pay_Zom9614423,2059,upi,none,0,102,3,0.115,0,1,2.11,0,0,0
pay_Zom1821255,2059,upi,none,0,62,9,0.066,0,1,1.28,0,0,0
pay_Zom6013715,2059,netbanking,none,0,81,12,0.03,0,1,0.06,0,0,0
pay_Zom5364874,252,upi,none,0,95,11,0.144,0,1,6.08,0,0,0
pay_Zom3917016,2059,upi,none,1,32,3,0.185,0,1,0.28,0,0,0
pay_Zom1521470,252,upi,none,1,57,9,0.072,1,1,5.46,0,0,0
pay_Zom7784575,252,card,rupay,0,41,1,0.061,0,1,1.28,0,0,0
pay_Zom8586676,252,card,amex,1,59,7,0.138,0,1,8.48,0,0,0
pay_Zom5191831,3360,upi,none,0,83,2,0.075,1,1,2.41,0,0,0
pay_Zom2589226,2059,upi,none,0,22,0,0.021,0,1,0.04,0,0,0
pay_Zom8751799,3360,card,amex,0,60,5,0.079,0,1,2.55,0,0,0
pay_Zom2709721,2059,card,amex,0,58,8,0.016,0,1,8.41,0,0,0
pay_Zom3345338,252,upi,none,0,40,5,0.037,0,1,0.14,0,0,0
pay_Zom3037647,252,netbanking,none,0,779,136,0.042,0,1,2.14,0,0,0
pay_Zom1200603,252,card,mastercard,0,9,0,0.038,0,1,4.21,0,0,0
pay_Zom2034637,252,upi,none,0,123,9,0.265,0,1,0.24,0,1,1
pay_Zom4729376,252,card,visa,1,23,1,0.043,0,1,0.93,0,0,0
pay_Zom3193037,252,upi,none,0,219,5,0.049,0,1,0.12,0,1,1
